-2.23847398800394e-01,-7.55667356883890e-03,-6.56873658855013e-02,1.32183083790878e-01,-4.79561667442978e-02,3.63492949705939e-04,-3.46335701423211e-02,-2.24508810789270e-01,1.74826199938876e-01,7.82247823923144e-02,6.74828549953124e-02,-6.61224434758917e-02,1.66020089765249e-01,2.14936633381040e-01,4.11694776608707e-02,9.04989956167784e-02,1.06758087142135e-01
-1.27263823783408e-01,1.69212964421254e-02,-1.49598560413690e-01,-2.37098016183950e-02,1.12534093653395e-01,4.94286108832531e-02,-1.17215641566256e-01,-5.15585537429119e-02,-1.47555773377807e-01,1.20334948904235e-02,1.20188585363102e-01,-7.57130459712168e-02,-2.01458702414736e-02,9.48131584758409e-02,9.44957512865096e-02,1.06720992066780e-01,-6.43956412696655e-03
1.37054828412922e-01,-1.45904009041132e-02,-2.17372051348712e-01,6.04302616307837e-02,2.01355812464626e-01,1.26469676647115e-01,1.96070891207884e-01,-2.19893185969261e-01,-1.48363016247958e-01,8.11545074018239e-03,-9.42628635697443e-02,-2.99858786327292e-02,-7.24988120619655e-02,-3.39580171908603e-02,2.65738087619213e-01,2.92975349761290e-01,-1.38519374540166e-02
-1.39678012445029e-01,-8.49792394144610e-02,1.13642945971618e-01,1.26808570293138e-01,-9.67434805047239e-04,4.36795297278508e-02,1.00519221772640e-01,5.72387205791664e-02,6.99420105272700e-02,-2.52751865828150e-02,-4.12020131072422e-02,1.11882626663618e-01,-1.36021159545364e-02,8.77723395362737e-02,1.07663451444495e-01,7.55105183243134e-02,4.79688899314042e-02
-3.91187872690632e-02,1.99844334475084e-02,2.06094607327202e-02,3.56476266076667e-02,2.43086991102847e-02,-3.22345760713542e-02,-1.35687150156252e-01,-4.83899137232882e-02,-1.64994234593208e-02,-3.47568710275661e-02,2.05825591224565e-01,1.88857705953094e-01,-3.14269205994921e-02,5.00134652861366e-02,-2.03959627090622e-01,5.63939197344669e-02,-8.68160377855105e-02
-4.96016990551394e-02,-5.21945043443648e-03,2.60041882234077e-02,-3.65809956845166e-02,2.08651011253968e-01,4.47876883371313e-03,-1.74663241758765e-01,1.06814589820920e-01,-8.84009583504493e-02,3.83351409187868e-02,6.51767024002130e-02,1.57976337291953e-01,1.51396054997739e-01,-1.01977041156299e-01,-1.25052166356355e-01,1.30511145189654e-01,-1.10546026361887e-01
1.08608469248789e-01,1.21432159628910e-01,3.48204531490488e-02,4.05260899790262e-04,-4.33868961459528e-02,-2.46376217166441e-01,6.69448724762908e-02,2.93075804179592e-02,5.87849996894839e-02,-2.31258749034523e-01,-1.59336852433026e-01,-7.45433169881547e-02,3.80740699577437e-02,5.11049472973845e-02,1.05672834116935e-01,9.84496679338184e-02,1.24196259700769e-02
9.64680455866841e-02,-9.62175424553165e-04,1.12426169965577e-01,-6.11755971232359e-02,2.25025324364239e-01,-9.81995345550663e-03,-6.20380755457896e-02,4.63621190966657e-02,-1.26604452261190e-01,1.39781949965876e-01,-5.66479971551550e-02,2.78926990014929e-01,1.88898936946635e-01,2.88815162852670e-01,1.74689625328182e-01,-4.27113098077066e-02,-1.15994561921147e-01
1.90325870802797e-01,9.24842348530876e-02,7.95413821148901e-02,-8.32741714102164e-02,-2.73508044792780e-02,-1.48624560220318e-01,-2.23128829468116e-01,-2.12166719812688e-02,1.48665316116338e-01,-9.28673238123553e-02,-7.36840603454576e-02,-3.20308093639659e-02,5.66325986975513e-02,-3.29345230719818e-03,9.90382277653759e-02,-3.39580365005094e-02,-8.92776227109286e-03
-1.07614235052900e-01,-9.68176435804851e-02,-3.45993160875781e-02,1.45564707854028e-01,-5.95685771112420e-02,1.36573090072980e-02,1.51199417849487e-02,1.11265462132884e-02,2.24666207807083e-01,-1.88788647915284e-01,4.27148799712558e-02,8.75070488029868e-02,5.17689156186521e-02,-1.61287089835323e-01,-3.52255878045071e-01,1.56342875190154e-01,-1.04246535903825e-01
