2.77256268358099e-01,-1.80617808320915e-01,6.49521386549685e-02,1.22663290619601e-01,2.79155612888459e-02,-6.04536914433326e-02,1.00270950937862e-01,-9.45172486799520e-02,7.56328464770566e-02,-1.22118123110302e-01,-9.34073800973609e-03,-2.35471923110856e-01,-1.74706257000794e-02,-8.97121967917098e-02,-1.18612925563196e-01,-3.78730458340434e-02,-1.04585499266561e-03
-5.20511787759378e-02,-1.01107796718644e-01,-9.08138600477194e-02,-5.61868514694570e-02,6.99279727825838e-02,9.52141974168118e-02,2.98510636490531e-02,-1.27696045281501e-01,-4.33655647564487e-02,-7.27630495642818e-02,-6.68355717174101e-02,-1.43127936735646e-01,-3.75325890287282e-02,-2.74929421809162e-01,1.88275472637658e-01,-6.55132107767064e-02,-1.40278733789891e-01
3.00508551649600e-02,-3.45750413956145e-02,1.42388719041770e-01,-1.96625011033109e-01,5.43792570781588e-02,-1.68546795200460e-02,-3.66172200209370e-02,-7.23057622424026e-02,7.68965760426918e-03,-5.26877284620286e-03,5.20634296376538e-02,-4.34194710920586e-02,4.34475211887449e-03,-1.07045813224609e-02,1.23404837209970e-02,1.71865303934479e-02,5.26029786795405e-02
2.52920343858420e-02,-3.37184696473636e-02,5.49521420271826e-02,8.62289070325877e-02,-1.52850163057086e-01,-9.68064674713436e-02,1.02528439075434e-01,6.85547356476330e-02,-1.73981634966263e-01,-9.55958902008764e-02,-3.66088615580900e-02,9.21503261238104e-02,-2.21974814398246e-01,8.75600801726386e-02,-1.07065971789204e-01,5.20783981630304e-02,-1.25014442718071e-01
6.56505818019489e-02,-5.97814749300622e-02,-6.63105887510513e-02,1.64706466323615e-01,-8.09453671230676e-02,-3.56051790641020e-02,9.94892970921893e-02,5.95369798635495e-02,9.94922837061575e-02,1.29152330558920e-01,-7.48597195954366e-02,-7.18273039595359e-02,-3.47266547582292e-02,2.28613654107683e-01,-6.92956984298689e-02,1.96622208186378e-02,-1.48423881168416e-01
-1.11270930734242e-02,1.81448022206000e-01,-6.37674276247311e-02,1.81354242844286e-01,-8.44228943611650e-02,-5.93909398594236e-02,-7.56735809855055e-02,5.44400554101135e-02,2.55556010284476e-02,1.28761789769358e-01,1.06536774356389e-01,3.07763825435016e-02,-2.15870049600276e-01,1.85476719401344e-01,5.69061610209460e-02,9.74678529886346e-02,-2.31671534756580e-02
-7.34919197227945e-02,-1.79879124194409e-02,2.05055662775347e-01,3.67781041959701e-02,1.09544403232048e-01,1.91500537779962e-01,7.10932356163318e-02,6.95345918833067e-04,-2.38406630159798e-01,1.01298602143096e-01,6.06281237206333e-02,8.59120530446364e-02,2.02866996876093e-01,2.25057474747921e-01,-9.73566190367169e-03,-2.40653095755690e-02,-2.04745732433328e-02
-2.56596563205852e-02,-1.50908224686508e-01,-3.89134115338199e-04,-1.48098810141397e-02,1.86230241399437e-01,8.00478686811353e-02,-3.95210527165115e-02,-1.23924736369516e-01,1.04471240752564e-01,-9.46215925811262e-02,-2.16124003209960e-02,-2.07729919963669e-02,-3.14542435690203e-02,-6.25290164399187e-02,-1.09095220169193e-01,-1.73767274453643e-03,4.15622125201210e-02
-1.66277317154671e-01,-9.72531517659499e-02,-7.15459935018591e-02,-1.32898140423705e-02,7.33311350047342e-02,-8.32763578069012e-02,6.03950381731356e-02,9.82950633414578e-03,-5.26054882540779e-02,-5.48544875855722e-02,-3.51372695774236e-02,1.56197122777562e-01,1.00444478712268e-01,-8.41653110053129e-02,-4.45694010980210e-02,-9.68235644153148e-02,-2.55114784492279e-02
3.20840939435813e-02,4.30911480895386e-02,2.09307588009544e-02,1.38646439019526e-01,-5.11457612805258e-02,-1.08094082708256e-01,-8.57324305773037e-02,-2.00997325559944e-02,-3.68356945081574e-02,2.07310014517769e-02,5.12563451282287e-02,-1.40559965686843e-01,1.20386982239103e-01,2.13425531438190e-02,-9.92478731201260e-02,-5.42623696777179e-02,8.77940774774506e-03
